Date;Time;DoW;Detector;Direction;Detected
20-11-2007;11:30:00;Tue;D14;N;237
20-11-2007;11:30:00;Tue;D5;N;351
20-11-2007;11:30:00;Tue;D6;S;329
20-11-2007;11:30:00;Tue;D7;N;355
20-11-2007;11:30:00;Tue;D8;S;334
20-11-2007;11:30:00;Tue;D15;S;284
20-11-2007;11:30:00;Tue;D18;N;383
20-11-2007;11:45:00;Tue;D3;S;193
20-11-2007;11:45:00;Tue;D4;S;352
20-11-2007;11:45:00;Tue;D13;N;278
20-11-2007;11:45:00;Tue;D14;N;232
20-11-2007;11:45:00;Tue;D5;N;318
20-11-2007;11:45:00;Tue;D6;S;347
20-11-2007;11:45:00;Tue;D7;N;312
20-11-2007;11:45:00;Tue;D8;S;366
20-11-2007;11:45:00;Tue;D15;S;320
20-11-2007;11:45:00;Tue;D18;N;373
20-11-2007;12:00:00;Tue;D3;S;185
20-11-2007;12:00:00;Tue;D4;S;316
20-11-2007;12:00:00;Tue;D13;N;254
20-11-2007;12:00:00;Tue;D14;N;218
20-11-2007;12:00:00;Tue;D5;N;305
20-11-2007;12:00:00;Tue;D6;S;307
20-11-2007;12:00:00;Tue;D7;N;316
20-11-2007;12:00:00;Tue;D8;S;326
20-11-2007;12:00:00;Tue;D15;S;285
20-11-2007;12:00:00;Tue;D18;N;352
20-11-2007;12:15:00;Tue;D3;S;186
20-11-2007;12:15:00;Tue;D4;S;331
20-11-2007;12:15:00;Tue;D13;N;271
20-11-2007;12:15:00;Tue;D14;N;269
20-11-2007;12:15:00;Tue;D5;N;290
20-11-2007;12:15:00;Tue;D6;S;331
20-11-2007;12:15:00;Tue;D7;N;300
20-11-2007;12:15:00;Tue;D8;S;356
20-11-2007;12:15:00;Tue;D15;S;275
20-11-2007;12:15:00;Tue;D18;N;355
20-11-2007;12:30:00;Tue;D3;S;218
20-11-2007;12:30:00;Tue;D4;S;338
20-11-2007;12:30:00;Tue;D13;N;295
20-11-2007;12:30:00;Tue;D14;N;282
20-11-2007;12:30:00;Tue;D5;N;343
20-11-2007;12:30:00;Tue;D6;S;335
20-11-2007;12:30:00;Tue;D7;N;364
20-11-2007;12:30:00;Tue;D8;S;345
20-11-2007;12:30:00;Tue;D15;S;321
20-11-2007;12:30:00;Tue;D18;N;393
20-11-2007;12:45:00;Tue;D3;S;207
20-11-2007;12:45:00;Tue;D4;S;335
20-11-2007;12:45:00;Tue;D13;N;310
20-11-2007;12:45:00;Tue;D14;N;259
20-11-2007;12:45:00;Tue;D5;N;354
20-11-2007;12:45:00;Tue;D6;S;333
20-11-2007;12:45:00;Tue;D7;N;364
20-11-2007;12:45:00;Tue;D8;S;354
20-11-2007;12:45:00;Tue;D15;S;310
20-11-2007;12:45:00;Tue;D18;N;387
20-11-2007;13:00:00;Tue;D3;S;236
20-11-2007;13:00:00;Tue;D4;S;372
20-11-2007;13:00:00;Tue;D13;N;307
20-11-2007;13:00:00;Tue;D14;N;276
20-11-2007;13:00:00;Tue;D5;N;330
20-11-2007;13:00:00;Tue;D6;S;345
20-11-2007;13:00:00;Tue;D7;N;348
20-11-2007;13:00:00;Tue;D8;S;375
20-11-2007;13:00:00;Tue;D15;S;314
20-11-2007;13:00:00;Tue;D18;N;388
20-11-2007;13:15:00;Tue;D3;S;195
20-11-2007;13:15:00;Tue;D4;S;300
20-11-2007;13:15:00;Tue;D13;N;260
20-11-2007;13:15:00;Tue;D14;N;263
20-11-2007;13:15:00;Tue;D5;N;311
20-11-2007;13:15:00;Tue;D6;S;296
20-11-2007;13:15:00;Tue;D7;N;322
20-11-2007;13:15:00;Tue;D8;S;314
20-11-2007;13:15:00;Tue;D15;S;273
20-11-2007;13:15:00;Tue;D18;N;355
20-11-2007;13:30:00;Tue;D3;S;217
20-11-2007;13:30:00;Tue;D4;S;398
20-11-2007;13:30:00;Tue;D13;N;282
20-11-2007;13:30:00;Tue;D14;N;245
20-11-2007;13:30:00;Tue;D5;N;322
20-11-2007;13:30:00;Tue;D6;S;372
20-11-2007;13:30:00;Tue;D7;N;339
20-11-2007;13:30:00;Tue;D8;S;395
20-11-2007;13:30:00;Tue;D15;S;305
20-11-2007;13:30:00;Tue;D18;N;387
20-11-2007;13:45:00;Tue;D3;S;217
20-11-2007;13:45:00;Tue;D4;S;361
20-11-2007;13:45:00;Tue;D13;N;328
20-11-2007;13:45:00;Tue;D14;N;287
20-11-2007;13:45:00;Tue;D5;N;337
20-11-2007;13:45:00;Tue;D6;S;340
20-11-2007;13:45:00;Tue;D7;N;362
20-11-2007;13:45:00;Tue;D8;S;360
20-11-2007;13:45:00;Tue;D15;S;306
20-11-2007;13:45:00;Tue;D18;N;397
20-11-2007;14:00:00;Tue;D3;S;222
20-11-2007;14:00:00;Tue;D4;S;410
20-11-2007;14:00:00;Tue;D13;N;310
20-11-2007;14:00:00;Tue;D14;N;260
20-11-2007;14:00:00;Tue;D5;N;361
20-11-2007;14:00:00;Tue;D6;S;386
20-11-2007;14:00:00;Tue;D7;N;354
20-11-2007;14:00:00;Tue;D8;S;401
20-11-2007;14:00:00;Tue;D15;S;363
20-11-2007;14:00:00;Tue;D18;N;448
20-11-2007;14:15:00;Tue;D3;S;222
20-11-2007;14:15:00;Tue;D4;S;377
20-11-2007;14:15:00;Tue;D13;N;343
20-11-2007;14:15:00;Tue;D14;N;322
20-11-2007;14:15:00;Tue;D5;N;389
20-11-2007;14:15:00;Tue;D6;S;344
20-11-2007;14:15:00;Tue;D7;N;398
20-11-2007;14:15:00;Tue;D8;S;383
20-11-2007;14:15:00;Tue;D15;S;385
20-11-2007;14:15:00;Tue;D18;N;460
20-11-2007;14:30:00;Tue;D3;S;233
20-11-2007;14:30:00;Tue;D4;S;455
20-11-2007;14:30:00;Tue;D13;N;342
20-11-2007;14:30:00;Tue;D14;N;284
20-11-2007;14:30:00;Tue;D5;N;386
20-11-2007;14:30:00;Tue;D6;S;422
20-11-2007;14:30:00;Tue;D7;N;378
20-11-2007;14:30:00;Tue;D8;S;436
20-11-2007;14:30:00;Tue;D15;S;400
20-11-2007;14:30:00;Tue;D18;N;470
20-11-2007;14:45:00;Tue;D3;S;233
20-11-2007;14:45:00;Tue;D4;S;449
20-11-2007;14:45:00;Tue;D13;N;324
20-11-2007;14:45:00;Tue;D14;N;273
20-11-2007;14:45:00;Tue;D5;N;368
20-11-2007;14:45:00;Tue;D6;S;432
20-11-2007;14:45:00;Tue;D7;N;389
20-11-2007;14:45:00;Tue;D8;S;438
20-11-2007;14:45:00;Tue;D15;S;386
20-11-2007;14:45:00;Tue;D18;N;454
20-11-2007;15:00:00;Tue;D3;S;234
20-11-2007;15:00:00;Tue;D4;S;482
20-11-2007;15:00:00;Tue;D13;N;326
20-11-2007;15:00:00;Tue;D14;N;279
20-11-2007;15:00:00;Tue;D5;N;401
20-11-2007;15:00:00;Tue;D6;S;458
20-11-2007;15:00:00;Tue;D7;N;404
20-11-2007;15:00:00;Tue;D8;S;485
20-11-2007;15:00:00;Tue;D15;S;425
20-11-2007;15:00:00;Tue;D18;N;477
20-11-2007;15:15:00;Tue;D3;S;281
20-11-2007;15:15:00;Tue;D4;S;591
20-11-2007;15:15:00;Tue;D13;N;448
20-11-2007;15:15:00;Tue;D14;N;369
20-11-2007;15:15:00;Tue;D5;N;534
20-11-2007;15:15:00;Tue;D6;S;533
20-11-2007;15:15:00;Tue;D7;N;542
20-11-2007;15:15:00;Tue;D8;S;554
20-11-2007;15:15:00;Tue;D15;S;552
20-11-2007;15:15:00;Tue;D18;N;606
20-11-2007;15:30:00;Tue;D3;S;264
20-11-2007;15:30:00;Tue;D4;S;506
20-11-2007;15:30:00;Tue;D13;N;424
20-11-2007;15:30:00;Tue;D14;N;363
20-11-2007;15:30:00;Tue;D5;N;488
20-11-2007;15:30:00;Tue;D6;S;492
20-11-2007;15:30:00;Tue;D7;N;503
20-11-2007;15:30:00;Tue;D8;S;520
20-11-2007;15:30:00;Tue;D15;S;478
20-11-2007;15:30:00;Tue;D18;N;581
20-11-2007;15:45:00;Tue;D3;S;221
20-11-2007;15:45:00;Tue;D4;S;481
20-11-2007;15:45:00;Tue;D13;N;454
20-11-2007;15:45:00;Tue;D14;N;380
20-11-2007;15:45:00;Tue;D5;N;516
20-11-2007;15:45:00;Tue;D6;S;482
20-11-2007;15:45:00;Tue;D7;N;514
20-11-2007;15:45:00;Tue;D8;S;497
20-11-2007;15:45:00;Tue;D15;S;503
20-11-2007;15:45:00;Tue;D18;N;617
20-11-2007;16:00:00;Tue;D3;S;220
20-11-2007;16:00:00;Tue;D4;S;458
20-11-2007;16:00:00;Tue;D13;N;408
20-11-2007;16:00:00;Tue;D14;N;372
20-11-2007;16:00:00;Tue;D5;N;485
20-11-2007;16:00:00;Tue;D6;S;471
20-11-2007;16:00:00;Tue;D7;N;474
20-11-2007;16:00:00;Tue;D8;S;482
20-11-2007;16:00:00;Tue;D15;S;480
20-11-2007;16:00:00;Tue;D18;N;600
20-11-2007;16:15:00;Tue;D3;S;257
20-11-2007;16:15:00;Tue;D4;S;518
20-11-2007;16:15:00;Tue;D13;N;518
20-11-2007;16:15:00;Tue;D14;N;440
20-11-2007;16:15:00;Tue;D5;N;557
20-11-2007;16:15:00;Tue;D6;S;531
20-11-2007;16:15:00;Tue;D7;N;569
20-11-2007;16:15:00;Tue;D8;S;545
20-11-2007;16:15:00;Tue;D15;S;509
20-11-2007;16:15:00;Tue;D18;N;640
20-11-2007;16:30:00;Tue;D3;S;231
20-11-2007;16:30:00;Tue;D4;S;466
20-11-2007;16:30:00;Tue;D13;N;446
20-11-2007;16:30:00;Tue;D14;N;396
20-11-2007;16:30:00;Tue;D5;N;528
20-11-2007;16:30:00;Tue;D6;S;482
20-11-2007;16:30:00;Tue;D7;N;509
20-11-2007;16:30:00;Tue;D8;S;482
20-11-2007;16:30:00;Tue;D15;S;476
20-11-2007;16:30:00;Tue;D18;N;606
20-11-2007;16:45:00;Tue;D3;S;230
20-11-2007;16:45:00;Tue;D4;S;434
20-11-2007;16:45:00;Tue;D13;N;464
20-11-2007;16:45:00;Tue;D14;N;401
20-11-2007;16:45:00;Tue;D5;N;564
20-11-2007;16:45:00;Tue;D6;S;426
20-11-2007;16:45:00;Tue;D7;N;562
20-11-2007;16:45:00;Tue;D8;S;448
20-11-2007;16:45:00;Tue;D15;S;432
20-11-2007;16:45:00;Tue;D18;N;607
20-11-2007;17:00:00;Tue;D3;S;200
20-11-2007;17:00:00;Tue;D4;S;383
20-11-2007;17:00:00;Tue;D13;N;397
20-11-2007;17:00:00;Tue;D14;N;333
20-11-2007;17:00:00;Tue;D5;N;540
20-11-2007;17:00:00;Tue;D6;S;361
20-11-2007;17:00:00;Tue;D7;N;534
20-11-2007;17:00:00;Tue;D8;S;378
20-11-2007;17:00:00;Tue;D15;S;343
20-11-2007;17:00:00;Tue;D18;N;574
20-11-2007;17:15:00;Tue;D3;S;164
20-11-2007;17:15:00;Tue;D4;S;322
20-11-2007;17:15:00;Tue;D13;N;407
20-11-2007;17:15:00;Tue;D14;N;335
20-11-2007;17:15:00;Tue;D5;N;480
20-11-2007;17:15:00;Tue;D6;S;330
20-11-2007;17:15:00;Tue;D7;N;498
20-11-2007;17:15:00;Tue;D8;S;357
20-11-2007;17:15:00;Tue;D15;S;329
20-11-2007;17:15:00;Tue;D18;N;544
20-11-2007;17:30:00;Tue;D3;S;149
20-11-2007;17:30:00;Tue;D4;S;273
20-11-2007;17:30:00;Tue;D13;N;311
20-11-2007;17:30:00;Tue;D14;N;243
20-11-2007;17:30:00;Tue;D5;N;370
20-11-2007;17:30:00;Tue;D6;S;253
20-11-2007;17:30:00;Tue;D7;N;381
20-11-2007;17:30:00;Tue;D8;S;293
20-11-2007;17:30:00;Tue;D15;S;279
20-11-2007;17:30:00;Tue;D18;N;442
20-11-2007;17:45:00;Tue;D3;S;150
20-11-2007;17:45:00;Tue;D4;S;276
20-11-2007;17:45:00;Tue;D13;N;283
20-11-2007;17:45:00;Tue;D14;N;233
20-11-2007;17:45:00;Tue;D5;N;353
20-11-2007;17:45:00;Tue;D6;S;267
20-11-2007;17:45:00;Tue;D7;N;380
20-11-2007;17:45:00;Tue;D8;S;307
20-11-2007;17:45:00;Tue;D15;S;256
20-11-2007;17:45:00;Tue;D18;N;390
20-11-2007;18:00:00;Tue;D3;S;149
20-11-2007;18:00:00;Tue;D4;S;252
20-11-2007;18:00:00;Tue;D13;N;266
20-11-2007;18:00:00;Tue;D14;N;221
20-11-2007;18:00:00;Tue;D5;N;306
20-11-2007;18:00:00;Tue;D6;S;256
20-11-2007;18:00:00;Tue;D7;N;345
20-11-2007;18:00:00;Tue;D8;S;281
20-11-2007;18:00:00;Tue;D15;S;236
20-11-2007;18:00:00;Tue;D18;N;354
20-11-2007;18:15:00;Tue;D3;S;122
20-11-2007;18:15:00;Tue;D4;S;225
20-11-2007;18:15:00;Tue;D13;N;210
20-11-2007;18:15:00;Tue;D14;N;184
20-11-2007;18:15:00;Tue;D5;N;276
20-11-2007;18:15:00;Tue;D6;S;220
20-11-2007;18:15:00;Tue;D7;N;297
20-11-2007;18:15:00;Tue;D8;S;248
20-11-2007;18:15:00;Tue;D15;S;184
20-11-2007;18:15:00;Tue;D18;N;314
20-11-2007;18:30:00;Tue;D3;S;119
20-11-2007;18:30:00;Tue;D4;S;181
20-11-2007;18:30:00;Tue;D13;N;194
20-11-2007;18:30:00;Tue;D14;N;160
20-11-2007;18:30:00;Tue;D5;N;254
20-11-2007;18:30:00;Tue;D6;S;174
20-11-2007;18:30:00;Tue;D7;N;274
20-11-2007;18:30:00;Tue;D8;S;188
20-11-2007;18:30:00;Tue;D15;S;160
20-11-2007;18:30:00;Tue;D18;N;292
20-11-2007;18:45:00;Tue;D3;S;101
20-11-2007;18:45:00;Tue;D4;S;181
20-11-2007;18:45:00;Tue;D13;N;177
20-11-2007;18:45:00;Tue;D14;N;139
20-11-2007;18:45:00;Tue;D5;N;219
20-11-2007;18:45:00;Tue;D6;S;170
20-11-2007;18:45:00;Tue;D7;N;257
20-11-2007;18:45:00;Tue;D8;S;191
20-11-2007;18:45:00;Tue;D15;S;170
20-11-2007;18:45:00;Tue;D18;N;253
20-11-2007;19:00:00;Tue;D3;S;107
20-11-2007;19:00:00;Tue;D4;S;172
20-11-2007;19:00:00;Tue;D13;N;175
20-11-2007;19:00:00;Tue;D14;N;130
20-11-2007;19:00:00;Tue;D5;N;191
20-11-2007;19:00:00;Tue;D6;S;156
20-11-2007;19:00:00;Tue;D7;N;212
20-11-2007;19:00:00;Tue;D8;S;163
20-11-2007;19:00:00;Tue;D15;S;128
20-11-2007;19:00:00;Tue;D18;N;199
20-11-2007;19:15:00;Tue;D3;S;72
20-11-2007;19:15:00;Tue;D4;S;135
20-11-2007;19:15:00;Tue;D13;N;141
20-11-2007;19:15:00;Tue;D14;N;135
20-11-2007;19:15:00;Tue;D5;N;161
20-11-2007;19:15:00;Tue;D6;S;138
20-11-2007;19:15:00;Tue;D7;N;177
20-11-2007;19:15:00;Tue;D8;S;149
20-11-2007;19:15:00;Tue;D15;S;129
20-11-2007;19:15:00;Tue;D18;N;201
20-11-2007;19:30:00;Tue;D3;S;86
20-11-2007;19:30:00;Tue;D4;S;128
20-11-2007;19:30:00;Tue;D13;N;153
20-11-2007;19:30:00;Tue;D14;N;114
20-11-2007;19:30:00;Tue;D5;N;158
20-11-2007;19:30:00;Tue;D6;S;117
20-11-2007;19:30:00;Tue;D7;N;178
20-11-2007;19:30:00;Tue;D8;S;123
20-11-2007;19:30:00;Tue;D15;S;101
20-11-2007;19:30:00;Tue;D18;N;195
20-11-2007;19:45:00;Tue;D3;S;75
20-11-2007;19:45:00;Tue;D4;S;122
20-11-2007;19:45:00;Tue;D13;N;96
20-11-2007;19:45:00;Tue;D14;N;81
20-11-2007;19:45:00;Tue;D5;N;106
20-11-2007;19:45:00;Tue;D6;S;123
20-11-2007;19:45:00;Tue;D7;N;138
20-11-2007;19:45:00;Tue;D8;S;136
20-11-2007;19:45:00;Tue;D15;S;102
20-11-2007;19:45:00;Tue;D18;N;141
20-11-2007;20:00:00;Tue;D3;S;88
20-11-2007;20:00:00;Tue;D4;S;132
20-11-2007;20:00:00;Tue;D13;N;96
20-11-2007;20:00:00;Tue;D14;N;80
20-11-2007;20:00:00;Tue;D5;N;130
20-11-2007;20:00:00;Tue;D6;S;126
20-11-2007;20:00:00;Tue;D7;N;146
20-11-2007;20:00:00;Tue;D8;S;145
20-11-2007;20:00:00;Tue;D15;S;107
20-11-2007;20:00:00;Tue;D18;N;150
20-11-2007;20:15:00;Tue;D3;S;66
20-11-2007;20:15:00;Tue;D4;S;101
20-11-2007;20:15:00;Tue;D13;N;79
20-11-2007;20:15:00;Tue;D14;N;70
20-11-2007;20:15:00;Tue;D5;N;108
20-11-2007;20:15:00;Tue;D6;S;111
20-11-2007;20:15:00;Tue;D7;N;113
20-11-2007;20:15:00;Tue;D8;S;126
20-11-2007;20:15:00;Tue;D15;S;85
20-11-2007;20:15:00;Tue;D18;N;141
20-11-2007;20:30:00;Tue;D3;S;70
20-11-2007;20:30:00;Tue;D4;S;98
20-11-2007;20:30:00;Tue;D13;N;75
20-11-2007;20:30:00;Tue;D14;N;60
20-11-2007;20:30:00;Tue;D5;N;107
20-11-2007;20:30:00;Tue;D6;S;104
20-11-2007;20:30:00;Tue;D7;N;108
20-11-2007;20:30:00;Tue;D8;S;114
20-11-2007;20:30:00;Tue;D15;S;84
20-11-2007;20:30:00;Tue;D18;N;116
20-11-2007;20:45:00;Tue;D3;S;62
20-11-2007;20:45:00;Tue;D4;S;111
20-11-2007;20:45:00;Tue;D13;N;76
20-11-2007;20:45:00;Tue;D14;N;69
20-11-2007;20:45:00;Tue;D5;N;102
20-11-2007;20:45:00;Tue;D6;S;103
20-11-2007;20:45:00;Tue;D7;N;101
20-11-2007;20:45:00;Tue;D8;S;105
20-11-2007;20:45:00;Tue;D15;S;83
20-11-2007;20:45:00;Tue;D18;N;118
20-11-2007;21:00:00;Tue;D3;S;56
20-11-2007;21:00:00;Tue;D4;S;97
20-11-2007;21:00:00;Tue;D13;N;67
20-11-2007;21:00:00;Tue;D14;N;57
20-11-2007;21:00:00;Tue;D5;N;88
20-11-2007;21:00:00;Tue;D6;S;93
20-11-2007;21:00:00;Tue;D7;N;99
20-11-2007;21:00:00;Tue;D8;S;96
20-11-2007;21:00:00;Tue;D15;S;81
20-11-2007;21:00:00;Tue;D18;N;115
20-11-2007;21:15:00;Tue;D3;S;63
20-11-2007;21:15:00;Tue;D4;S;84
20-11-2007;21:15:00;Tue;D13;N;68
20-11-2007;21:15:00;Tue;D14;N;54
20-11-2007;21:15:00;Tue;D5;N;88
20-11-2007;21:15:00;Tue;D6;S;99
20-11-2007;21:15:00;Tue;D7;N;90
20-11-2007;21:15:00;Tue;D8;S;101
20-11-2007;21:15:00;Tue;D15;S;71
20-11-2007;21:15:00;Tue;D18;N;111
20-11-2007;21:30:00;Tue;D3;S;67
20-11-2007;21:30:00;Tue;D4;S;108
20-11-2007;21:30:00;Tue;D13;N;77
20-11-2007;21:30:00;Tue;D14;N;77
20-11-2007;21:30:00;Tue;D5;N;96
20-11-2007;21:30:00;Tue;D6;S;105
20-11-2007;21:30:00;Tue;D7;N;116
20-11-2007;21:30:00;Tue;D8;S;108
20-11-2007;21:30:00;Tue;D15;S;94
20-11-2007;21:30:00;Tue;D18;N;125
20-11-2007;21:45:00;Tue;D3;S;61
20-11-2007;21:45:00;Tue;D4;S;85
20-11-2007;21:45:00;Tue;D13;N;73
20-11-2007;21:45:00;Tue;D14;N;64
20-11-2007;21:45:00;Tue;D5;N;106
20-11-2007;21:45:00;Tue;D6;S;95
20-11-2007;21:45:00;Tue;D7;N;110
20-11-2007;21:45:00;Tue;D8;S;100
20-11-2007;21:45:00;Tue;D15;S;69
20-11-2007;21:45:00;Tue;D18;N;122
20-11-2007;22:00:00;Tue;D3;S;63
20-11-2007;22:00:00;Tue;D4;S;90
20-11-2007;22:00:00;Tue;D13;N;64
20-11-2007;22:00:00;Tue;D14;N;56
20-11-2007;22:00:00;Tue;D5;N;75
20-11-2007;22:00:00;Tue;D6;S;89
20-11-2007;22:00:00;Tue;D7;N;87
20-11-2007;22:00:00;Tue;D8;S;93
20-11-2007;22:00:00;Tue;D15;S;72
20-11-2007;22:00:00;Tue;D18;N;103
20-11-2007;22:15:00;Tue;D3;S;71
20-11-2007;22:15:00;Tue;D4;S;94
20-11-2007;22:15:00;Tue;D13;N;58
20-11-2007;22:15:00;Tue;D14;N;53
20-11-2007;22:15:00;Tue;D5;N;72
20-11-2007;22:15:00;Tue;D6;S;89
20-11-2007;22:15:00;Tue;D7;N;80
20-11-2007;22:15:00;Tue;D8;S;102
20-11-2007;22:15:00;Tue;D15;S;88
20-11-2007;22:15:00;Tue;D18;N;95
20-11-2007;22:30:00;Tue;D3;S;41
20-11-2007;22:30:00;Tue;D4;S;57
20-11-2007;22:30:00;Tue;D13;N;50
20-11-2007;22:30:00;Tue;D14;N;42
20-11-2007;22:30:00;Tue;D5;N;62
20-11-2007;22:30:00;Tue;D6;S;79
20-11-2007;22:30:00;Tue;D7;N;79
20-11-2007;22:30:00;Tue;D8;S;82
20-11-2007;22:30:00;Tue;D15;S;64
20-11-2007;22:30:00;Tue;D18;N;71
20-11-2007;22:45:00;Tue;D3;S;47
20-11-2007;22:45:00;Tue;D4;S;65
20-11-2007;22:45:00;Tue;D13;N;63
20-11-2007;22:45:00;Tue;D14;N;50
20-11-2007;22:45:00;Tue;D5;N;83
20-11-2007;22:45:00;Tue;D6;S;66
20-11-2007;22:45:00;Tue;D7;N;88
20-11-2007;22:45:00;Tue;D8;S;69
20-11-2007;22:45:00;Tue;D15;S;61
20-11-2007;22:45:00;Tue;D18;N;93
20-11-2007;23:00:00;Tue;D3;S;39
20-11-2007;23:00:00;Tue;D4;S;64
20-11-2007;23:00:00;Tue;D13;N;48
20-11-2007;23:00:00;Tue;D14;N;28
20-11-2007;23:00:00;Tue;D5;N;66
20-11-2007;23:00:00;Tue;D6;S;70
20-11-2007;23:00:00;Tue;D7;N;71
20-11-2007;23:00:00;Tue;D8;S;76
20-11-2007;23:00:00;Tue;D15;S;62
20-11-2007;23:00:00;Tue;D18;N;70
20-11-2007;23:15:00;Tue;D3;S;53
20-11-2007;23:15:00;Tue;D4;S;69
20-11-2007;23:15:00;Tue;D13;N;45
20-11-2007;23:15:00;Tue;D14;N;43
20-11-2007;23:15:00;Tue;D5;N;58
20-11-2007;23:15:00;Tue;D6;S;72
20-11-2007;23:15:00;Tue;D7;N;69
20-11-2007;23:15:00;Tue;D8;S;65
20-11-2007;23:15:00;Tue;D15;S;62
20-11-2007;23:15:00;Tue;D18;N;61
20-11-2007;23:30:00;Tue;D3;S;47
20-11-2007;23:30:00;Tue;D4;S;60
20-11-2007;23:30:00;Tue;D13;N;26
20-11-2007;23:30:00;Tue;D14;N;30
20-11-2007;23:30:00;Tue;D5;N;47
20-11-2007;23:30:00;Tue;D6;S;60
20-11-2007;23:30:00;Tue;D7;N;58
20-11-2007;23:30:00;Tue;D8;S;60
20-11-2007;23:30:00;Tue;D15;S;50
20-11-2007;23:30:00;Tue;D18;N;55
20-11-2007;23:45:00;Tue;D3;S;30
20-11-2007;23:45:00;Tue;D4;S;47
20-11-2007;23:45:00;Tue;D13;N;38
20-11-2007;23:45:00;Tue;D14;N;32
20-11-2007;23:45:00;Tue;D5;N;30
20-11-2007;23:45:00;Tue;D6;S;39
20-11-2007;23:45:00;Tue;D7;N;38
20-11-2007;23:45:00;Tue;D8;S;46
20-11-2007;23:45:00;Tue;D15;S;42
20-11-2007;23:45:00;Tue;D18;N;54
21-11-2007;00:00:00;Wed;D3;S;23
21-11-2007;00:00:00;Wed;D4;S;35
21-11-2007;00:00:00;Wed;D13;N;16
21-11-2007;00:00:00;Wed;D14;N;19
21-11-2007;00:00:00;Wed;D5;N;18
21-11-2007;00:00:00;Wed;D6;S;35
21-11-2007;00:00:00;Wed;D7;N;18
21-11-2007;00:00:00;Wed;D8;S;40
21-11-2007;00:00:00;Wed;D15;S;32
21-11-2007;00:00:00;Wed;D18;N;39
21-11-2007;00:15:00;Wed;D3;S;11
21-11-2007;00:15:00;Wed;D4;S;18
21-11-2007;00:15:00;Wed;D13;N;14
21-11-2007;00:15:00;Wed;D14;N;14
21-11-2007;00:15:00;Wed;D5;N;25
21-11-2007;00:15:00;Wed;D6;S;21
21-11-2007;00:15:00;Wed;D7;N;26
21-11-2007;00:15:00;Wed;D8;S;23
21-11-2007;00:15:00;Wed;D15;S;23
21-11-2007;00:15:00;Wed;D18;N;43
21-11-2007;00:30:00;Wed;D3;S;7
21-11-2007;00:30:00;Wed;D4;S;8
21-11-2007;00:30:00;Wed;D13;N;7
21-11-2007;00:30:00;Wed;D14;N;8
21-11-2007;00:30:00;Wed;D5;N;17
21-11-2007;00:30:00;Wed;D6;S;19
21-11-2007;00:30:00;Wed;D7;N;26
21-11-2007;00:30:00;Wed;D8;S;23
21-11-2007;00:30:00;Wed;D15;S;24
21-11-2007;00:30:00;Wed;D18;N;23
21-11-2007;00:45:00;Wed;D3;S;11
21-11-2007;00:45:00;Wed;D4;S;12
21-11-2007;00:45:00;Wed;D13;N;12
21-11-2007;00:45:00;Wed;D14;N;11
21-11-2007;00:45:00;Wed;D5;N;20
21-11-2007;00:45:00;Wed;D6;S;20
21-11-2007;00:45:00;Wed;D7;N;22
21-11-2007;00:45:00;Wed;D8;S;20
21-11-2007;00:45:00;Wed;D15;S;25
21-11-2007;00:45:00;Wed;D18;N;32
21-11-2007;01:00:00;Wed;D3;S;7
21-11-2007;01:00:00;Wed;D4;S;7
21-11-2007;01:00:00;Wed;D13;N;5
21-11-2007;01:00:00;Wed;D14;N;6
21-11-2007;01:00:00;Wed;D5;N;11
21-11-2007;01:00:00;Wed;D6;S;12
21-11-2007;01:00:00;Wed;D7;N;10
21-11-2007;01:00:00;Wed;D8;S;12
21-11-2007;01:00:00;Wed;D15;S;14
21-11-2007;01:00:00;Wed;D18;N;14
21-11-2007;01:15:00;Wed;D3;S;5
21-11-2007;01:15:00;Wed;D4;S;6
21-11-2007;01:15:00;Wed;D13;N;6
21-11-2007;01:15:00;Wed;D14;N;5
21-11-2007;01:15:00;Wed;D5;N;11
21-11-2007;01:15:00;Wed;D6;S;10
21-11-2007;01:15:00;Wed;D7;N;10
21-11-2007;01:15:00;Wed;D8;S;9
21-11-2007;01:15:00;Wed;D15;S;15
21-11-2007;01:15:00;Wed;D18;N;13
21-11-2007;01:30:00;Wed;D3;S;2
21-11-2007;01:30:00;Wed;D4;S;2
21-11-2007;01:30:00;Wed;D13;N;3
21-11-2007;01:30:00;Wed;D14;N;2
21-11-2007;01:30:00;Wed;D5;N;7
21-11-2007;01:30:00;Wed;D6;S;8
21-11-2007;01:30:00;Wed;D7;N;7
21-11-2007;01:30:00;Wed;D8;S;7
21-11-2007;01:30:00;Wed;D15;S;11
21-11-2007;01:30:00;Wed;D18;N;7
21-11-2007;01:45:00;Wed;D3;S;4
21-11-2007;01:45:00;Wed;D4;S;4
21-11-2007;01:45:00;Wed;D13;N;5
21-11-2007;01:45:00;Wed;D14;N;5
21-11-2007;01:45:00;Wed;D5;N;6
21-11-2007;01:45:00;Wed;D6;S;5
21-11-2007;01:45:00;Wed;D7;N;9
21-11-2007;01:45:00;Wed;D8;S;5
21-11-2007;01:45:00;Wed;D15;S;5
21-11-2007;01:45:00;Wed;D18;N;6
21-11-2007;03:15:00;Wed;D3;S;5
21-11-2007;03:15:00;Wed;D4;S;5
21-11-2007;03:15:00;Wed;D13;N;5
21-11-2007;03:15:00;Wed;D14;N;8
21-11-2007;03:15:00;Wed;D5;N;7
