Date;Time;DoW;Detector;Direction;Detected
17-11-2007;07:45:00;Sat;D3;S;42
17-11-2007;07:45:00;Sat;D4;S;57
17-11-2007;07:45:00;Sat;D13;N;42
17-11-2007;07:45:00;Sat;D14;N;37
17-11-2007;07:45:00;Sat;D5;N;51
17-11-2007;07:45:00;Sat;D6;S;66
17-11-2007;07:45:00;Sat;D7;N;47
17-11-2007;07:45:00;Sat;D8;S;67
17-11-2007;07:45:00;Sat;D15;S;64
17-11-2007;07:45:00;Sat;D18;N;64
17-11-2007;08:00:00;Sat;D3;S;62
17-11-2007;08:00:00;Sat;D4;S;68
17-11-2007;08:00:00;Sat;D13;N;58
17-11-2007;08:00:00;Sat;D14;N;58
17-11-2007;08:00:00;Sat;D5;N;64
17-11-2007;08:00:00;Sat;D6;S;72
17-11-2007;08:00:00;Sat;D7;N;62
17-11-2007;08:00:00;Sat;D8;S;80
17-11-2007;08:00:00;Sat;D15;S;55
17-11-2007;08:00:00;Sat;D18;N;61
17-11-2007;08:15:00;Sat;D3;S;41
17-11-2007;08:15:00;Sat;D4;S;48
17-11-2007;08:15:00;Sat;D13;N;36
17-11-2007;08:15:00;Sat;D14;N;34
17-11-2007;08:15:00;Sat;D5;N;60
17-11-2007;08:15:00;Sat;D6;S;64
17-11-2007;08:15:00;Sat;D7;N;62
17-11-2007;08:15:00;Sat;D8;S;66
17-11-2007;08:15:00;Sat;D15;S;66
17-11-2007;08:15:00;Sat;D18;N;79
17-11-2007;08:30:00;Sat;D3;S;56
17-11-2007;08:30:00;Sat;D4;S;74
17-11-2007;08:30:00;Sat;D13;N;57
17-11-2007;08:30:00;Sat;D14;N;48
17-11-2007;08:30:00;Sat;D5;N;71
17-11-2007;08:30:00;Sat;D6;S;80
17-11-2007;08:30:00;Sat;D7;N;73
17-11-2007;08:30:00;Sat;D8;S;95
17-11-2007;08:30:00;Sat;D15;S;66
17-11-2007;08:30:00;Sat;D18;N;80
17-11-2007;08:45:00;Sat;D3;S;64
17-11-2007;08:45:00;Sat;D4;S;75
17-11-2007;08:45:00;Sat;D13;N;60
17-11-2007;08:45:00;Sat;D14;N;61
17-11-2007;08:45:00;Sat;D5;N;89
17-11-2007;08:45:00;Sat;D6;S;76
17-11-2007;08:45:00;Sat;D7;N;96
17-11-2007;08:45:00;Sat;D8;S;80
17-11-2007;08:45:00;Sat;D15;S;89
17-11-2007;08:45:00;Sat;D18;N;114
17-11-2007;09:00:00;Sat;D3;S;70
17-11-2007;09:00:00;Sat;D4;S;91
17-11-2007;09:00:00;Sat;D13;N;86
17-11-2007;09:00:00;Sat;D14;N;74
17-11-2007;09:00:00;Sat;D5;N;99
17-11-2007;09:00:00;Sat;D6;S;110
17-11-2007;09:00:00;Sat;D7;N;105
17-11-2007;09:00:00;Sat;D8;S;106
17-11-2007;09:00:00;Sat;D15;S;89
17-11-2007;09:00:00;Sat;D18;N;108
17-11-2007;09:15:00;Sat;D3;S;65
17-11-2007;09:15:00;Sat;D4;S;91
17-11-2007;09:15:00;Sat;D13;N;92
17-11-2007;09:15:00;Sat;D14;N;79
17-11-2007;09:15:00;Sat;D5;N;101
17-11-2007;09:15:00;Sat;D6;S;86
17-11-2007;09:15:00;Sat;D7;N;107
17-11-2007;09:15:00;Sat;D8;S;90
17-11-2007;09:15:00;Sat;D15;S;85
17-11-2007;09:15:00;Sat;D18;N;114
17-11-2007;09:30:00;Sat;D3;S;80
17-11-2007;09:30:00;Sat;D4;S;113
17-11-2007;09:30:00;Sat;D13;N;93
17-11-2007;09:30:00;Sat;D14;N;82
17-11-2007;09:30:00;Sat;D5;N;118
17-11-2007;09:30:00;Sat;D6;S;129
17-11-2007;09:30:00;Sat;D7;N;132
17-11-2007;09:30:00;Sat;D8;S;126
17-11-2007;09:30:00;Sat;D15;S;94
17-11-2007;09:30:00;Sat;D18;N;133
17-11-2007;09:45:00;Sat;D3;S;70
17-11-2007;09:45:00;Sat;D4;S;115
17-11-2007;09:45:00;Sat;D13;N;105
17-11-2007;09:45:00;Sat;D14;N;88
17-11-2007;09:45:00;Sat;D5;N;138
17-11-2007;09:45:00;Sat;D6;S;133
17-11-2007;09:45:00;Sat;D7;N;136
17-11-2007;09:45:00;Sat;D8;S;133
17-11-2007;09:45:00;Sat;D15;S;135
17-11-2007;09:45:00;Sat;D18;N;157
17-11-2007;10:00:00;Sat;D3;S;120
17-11-2007;10:00:00;Sat;D4;S;177
17-11-2007;10:00:00;Sat;D13;N;144
17-11-2007;10:00:00;Sat;D14;N;111
17-11-2007;10:00:00;Sat;D5;N;158
17-11-2007;10:00:00;Sat;D6;S;192
17-11-2007;10:00:00;Sat;D7;N;161
17-11-2007;10:00:00;Sat;D8;S;195
17-11-2007;10:00:00;Sat;D15;S;144
17-11-2007;10:00:00;Sat;D18;N;187
17-11-2007;10:15:00;Sat;D3;S;100
17-11-2007;10:15:00;Sat;D4;S;151
17-11-2007;10:15:00;Sat;D13;N;126
17-11-2007;10:15:00;Sat;D14;N;106
17-11-2007;10:15:00;Sat;D5;N;173
17-11-2007;10:15:00;Sat;D6;S;170
17-11-2007;10:15:00;Sat;D7;N;166
17-11-2007;10:15:00;Sat;D8;S;177
17-11-2007;10:15:00;Sat;D15;S;137
17-11-2007;10:15:00;Sat;D18;N;185
17-11-2007;10:30:00;Sat;D3;S;98
17-11-2007;10:30:00;Sat;D4;S;151
17-11-2007;10:30:00;Sat;D13;N;124
17-11-2007;10:30:00;Sat;D14;N;100
17-11-2007;10:30:00;Sat;D5;N;162
17-11-2007;10:30:00;Sat;D6;S;196
17-11-2007;10:30:00;Sat;D7;N;173
17-11-2007;10:30:00;Sat;D8;S;222
17-11-2007;10:30:00;Sat;D15;S;138
17-11-2007;10:30:00;Sat;D18;N;190
17-11-2007;10:45:00;Sat;D3;S;112
17-11-2007;10:45:00;Sat;D4;S;187
17-11-2007;10:45:00;Sat;D13;N;164
17-11-2007;10:45:00;Sat;D14;N;135
17-11-2007;10:45:00;Sat;D5;N;218
17-11-2007;10:45:00;Sat;D6;S;202
17-11-2007;10:45:00;Sat;D7;N;211
17-11-2007;10:45:00;Sat;D8;S;218
17-11-2007;10:45:00;Sat;D15;S;202
17-11-2007;10:45:00;Sat;D18;N;216
17-11-2007;11:00:00;Sat;D3;S;135
17-11-2007;11:00:00;Sat;D4;S;204
17-11-2007;11:00:00;Sat;D13;N;148
17-11-2007;11:00:00;Sat;D14;N;133
17-11-2007;11:00:00;Sat;D5;N;213
17-11-2007;11:00:00;Sat;D6;S;215
17-11-2007;11:00:00;Sat;D7;N;204
17-11-2007;11:00:00;Sat;D8;S;234
17-11-2007;11:00:00;Sat;D15;S;178
17-11-2007;11:00:00;Sat;D18;N;217
17-11-2007;11:15:00;Sat;D3;S;143
17-11-2007;11:15:00;Sat;D4;S;206
17-11-2007;11:15:00;Sat;D13;N;163
17-11-2007;11:15:00;Sat;D14;N;152
17-11-2007;11:15:00;Sat;D5;N;183
17-11-2007;11:15:00;Sat;D6;S;221
17-11-2007;11:15:00;Sat;D7;N;200
17-11-2007;11:15:00;Sat;D8;S;243
17-11-2007;11:15:00;Sat;D15;S;181
17-11-2007;11:15:00;Sat;D18;N;207
17-11-2007;11:30:00;Sat;D3;S;153
17-11-2007;11:30:00;Sat;D4;S;224
17-11-2007;11:30:00;Sat;D13;N;177
17-11-2007;11:30:00;Sat;D14;N;151
17-11-2007;11:30:00;Sat;D5;N;205
17-11-2007;11:30:00;Sat;D6;S;241
17-11-2007;11:30:00;Sat;D7;N;226
17-11-2007;11:30:00;Sat;D8;S;252
17-11-2007;11:30:00;Sat;D15;S;198
17-11-2007;11:30:00;Sat;D18;N;216
17-11-2007;11:45:00;Sat;D3;S;157
17-11-2007;11:45:00;Sat;D4;S;263
17-11-2007;11:45:00;Sat;D13;N;194
17-11-2007;11:45:00;Sat;D14;N;145
17-11-2007;11:45:00;Sat;D5;N;218
17-11-2007;11:45:00;Sat;D6;S;267
17-11-2007;11:45:00;Sat;D7;N;221
17-11-2007;11:45:00;Sat;D8;S;296
17-11-2007;11:45:00;Sat;D15;S;217
17-11-2007;11:45:00;Sat;D18;N;235
17-11-2007;12:00:00;Sat;D3;S;139
17-11-2007;12:00:00;Sat;D4;S;230
17-11-2007;12:00:00;Sat;D13;N;216
17-11-2007;12:00:00;Sat;D14;N;176
17-11-2007;12:00:00;Sat;D5;N;223
17-11-2007;12:00:00;Sat;D6;S;240
17-11-2007;12:00:00;Sat;D7;N;257
17-11-2007;12:00:00;Sat;D8;S;291
17-11-2007;12:00:00;Sat;D15;S;203
17-11-2007;12:00:00;Sat;D18;N;243
17-11-2007;12:15:00;Sat;D3;S;140
17-11-2007;12:15:00;Sat;D4;S;217
17-11-2007;12:15:00;Sat;D13;N;193
17-11-2007;12:15:00;Sat;D14;N;184
17-11-2007;12:15:00;Sat;D5;N;228
17-11-2007;12:15:00;Sat;D6;S;230
17-11-2007;12:15:00;Sat;D7;N;256
17-11-2007;12:15:00;Sat;D8;S;268
17-11-2007;12:15:00;Sat;D15;S;208
17-11-2007;12:15:00;Sat;D18;N;248
17-11-2007;12:30:00;Sat;D3;S;159
17-11-2007;12:30:00;Sat;D4;S;234
17-11-2007;12:30:00;Sat;D13;N;222
17-11-2007;12:30:00;Sat;D14;N;194
17-11-2007;12:30:00;Sat;D5;N;267
17-11-2007;12:30:00;Sat;D6;S;242
17-11-2007;12:30:00;Sat;D7;N;276
17-11-2007;12:30:00;Sat;D8;S;270
17-11-2007;12:30:00;Sat;D15;S;193
17-11-2007;12:30:00;Sat;D18;N;255
17-11-2007;12:45:00;Sat;D3;S;173
17-11-2007;12:45:00;Sat;D4;S;237
17-11-2007;12:45:00;Sat;D13;N;221
17-11-2007;12:45:00;Sat;D14;N;198
17-11-2007;12:45:00;Sat;D5;N;263
17-11-2007;12:45:00;Sat;D6;S;232
17-11-2007;12:45:00;Sat;D7;N;293
17-11-2007;12:45:00;Sat;D8;S;280
17-11-2007;12:45:00;Sat;D15;S;189
17-11-2007;12:45:00;Sat;D18;N;238
17-11-2007;13:00:00;Sat;D3;S;180
17-11-2007;13:00:00;Sat;D4;S;257
17-11-2007;13:00:00;Sat;D13;N;239
17-11-2007;13:00:00;Sat;D14;N;216
17-11-2007;13:00:00;Sat;D5;N;265
17-11-2007;13:00:00;Sat;D6;S;255
17-11-2007;13:00:00;Sat;D7;N;308
17-11-2007;13:00:00;Sat;D8;S;293
17-11-2007;13:00:00;Sat;D15;S;199
17-11-2007;13:00:00;Sat;D18;N;253
17-11-2007;13:15:00;Sat;D3;S;142
17-11-2007;13:15:00;Sat;D4;S;219
17-11-2007;13:15:00;Sat;D13;N;207
17-11-2007;13:15:00;Sat;D14;N;168
17-11-2007;13:15:00;Sat;D5;N;245
17-11-2007;13:15:00;Sat;D6;S;238
17-11-2007;13:15:00;Sat;D7;N;258
17-11-2007;13:15:00;Sat;D8;S;275
17-11-2007;13:15:00;Sat;D15;S;193
17-11-2007;13:15:00;Sat;D18;N;272
17-11-2007;13:30:00;Sat;D3;S;150
17-11-2007;13:30:00;Sat;D4;S;241
17-11-2007;13:30:00;Sat;D13;N;192
17-11-2007;13:30:00;Sat;D14;N;176
17-11-2007;13:30:00;Sat;D5;N;231
17-11-2007;13:30:00;Sat;D6;S;258
17-11-2007;13:30:00;Sat;D7;N;261
17-11-2007;13:30:00;Sat;D8;S;272
17-11-2007;13:30:00;Sat;D15;S;197
17-11-2007;13:30:00;Sat;D18;N;247
17-11-2007;13:45:00;Sat;D3;S;143
17-11-2007;13:45:00;Sat;D4;S;225
17-11-2007;13:45:00;Sat;D13;N;194
17-11-2007;13:45:00;Sat;D14;N;162
17-11-2007;13:45:00;Sat;D5;N;236
17-11-2007;13:45:00;Sat;D6;S;231
17-11-2007;13:45:00;Sat;D7;N;256
17-11-2007;13:45:00;Sat;D8;S;260
17-11-2007;13:45:00;Sat;D15;S;218
17-11-2007;13:45:00;Sat;D18;N;250
17-11-2007;14:00:00;Sat;D3;S;152
17-11-2007;14:00:00;Sat;D4;S;206
17-11-2007;14:00:00;Sat;D13;N;222
17-11-2007;14:00:00;Sat;D14;N;200
17-11-2007;14:00:00;Sat;D5;N;245
17-11-2007;14:00:00;Sat;D6;S;211
17-11-2007;14:00:00;Sat;D7;N;272
17-11-2007;14:00:00;Sat;D8;S;282
17-11-2007;14:00:00;Sat;D15;S;197
17-11-2007;14:00:00;Sat;D18;N;272
17-11-2007;14:15:00;Sat;D3;S;146
17-11-2007;14:15:00;Sat;D4;S;235
17-11-2007;14:15:00;Sat;D13;N;199
17-11-2007;14:15:00;Sat;D14;N;171
17-11-2007;14:15:00;Sat;D5;N;253
17-11-2007;14:15:00;Sat;D6;S;236
17-11-2007;14:15:00;Sat;D7;N;289
17-11-2007;14:15:00;Sat;D8;S;277
17-11-2007;14:15:00;Sat;D15;S;192
17-11-2007;14:15:00;Sat;D18;N;241
17-11-2007;14:30:00;Sat;D3;S;131
17-11-2007;14:30:00;Sat;D4;S;226
17-11-2007;14:30:00;Sat;D13;N;213
17-11-2007;14:30:00;Sat;D14;N;171
17-11-2007;14:30:00;Sat;D5;N;267
17-11-2007;14:30:00;Sat;D6;S;246
17-11-2007;14:30:00;Sat;D7;N;279
17-11-2007;14:30:00;Sat;D8;S;300
17-11-2007;14:30:00;Sat;D15;S;227
17-11-2007;14:30:00;Sat;D18;N;264
17-11-2007;14:45:00;Sat;D3;S;135
17-11-2007;14:45:00;Sat;D4;S;214
17-11-2007;14:45:00;Sat;D13;N;191
17-11-2007;14:45:00;Sat;D14;N;160
17-11-2007;14:45:00;Sat;D5;N;220
17-11-2007;14:45:00;Sat;D6;S;223
17-11-2007;14:45:00;Sat;D7;N;256
17-11-2007;14:45:00;Sat;D8;S;258
17-11-2007;14:45:00;Sat;D15;S;188
17-11-2007;14:45:00;Sat;D18;N;216
17-11-2007;15:00:00;Sat;D3;S;124
17-11-2007;15:00:00;Sat;D4;S;205
17-11-2007;15:00:00;Sat;D13;N;210
17-11-2007;15:00:00;Sat;D14;N;193
17-11-2007;15:00:00;Sat;D5;N;246
17-11-2007;15:00:00;Sat;D6;S;212
17-11-2007;15:00:00;Sat;D7;N;266
17-11-2007;15:00:00;Sat;D8;S;227
17-11-2007;15:00:00;Sat;D15;S;156
17-11-2007;15:00:00;Sat;D18;N;264
17-11-2007;15:15:00;Sat;D3;S;145
17-11-2007;15:15:00;Sat;D4;S;219
17-11-2007;15:15:00;Sat;D13;N;203
17-11-2007;15:15:00;Sat;D14;N;189
17-11-2007;15:15:00;Sat;D5;N;216
17-11-2007;15:15:00;Sat;D6;S;217
17-11-2007;15:15:00;Sat;D7;N;246
17-11-2007;15:15:00;Sat;D8;S;217
17-11-2007;15:15:00;Sat;D15;S;204
17-11-2007;15:15:00;Sat;D18;N;229
17-11-2007;15:30:00;Sat;D3;S;143
17-11-2007;15:30:00;Sat;D4;S;214
17-11-2007;15:30:00;Sat;D13;N;175
17-11-2007;15:30:00;Sat;D14;N;160
17-11-2007;15:30:00;Sat;D5;N;215
17-11-2007;15:30:00;Sat;D6;S;205
17-11-2007;15:30:00;Sat;D7;N;234
17-11-2007;15:30:00;Sat;D8;S;214
17-11-2007;15:30:00;Sat;D15;S;167
17-11-2007;15:30:00;Sat;D18;N;227
17-11-2007;15:45:00;Sat;D3;S;132
17-11-2007;15:45:00;Sat;D4;S;217
17-11-2007;15:45:00;Sat;D13;N;170
17-11-2007;15:45:00;Sat;D14;N;173
17-11-2007;15:45:00;Sat;D5;N;205
17-11-2007;15:45:00;Sat;D6;S;200
17-11-2007;15:45:00;Sat;D7;N;228
17-11-2007;15:45:00;Sat;D8;S;224
17-11-2007;15:45:00;Sat;D15;S;162
17-11-2007;15:45:00;Sat;D18;N;222
17-11-2007;16:00:00;Sat;D3;S;124
17-11-2007;16:00:00;Sat;D4;S;213
17-11-2007;16:00:00;Sat;D13;N;194
17-11-2007;16:00:00;Sat;D14;N;155
17-11-2007;16:00:00;Sat;D5;N;214
17-11-2007;16:00:00;Sat;D6;S;213
17-11-2007;16:00:00;Sat;D7;N;216
17-11-2007;16:00:00;Sat;D8;S;244
17-11-2007;16:00:00;Sat;D15;S;163
17-11-2007;16:00:00;Sat;D18;N;249
17-11-2007;16:15:00;Sat;D3;S;118
17-11-2007;16:15:00;Sat;D4;S;183
17-11-2007;16:15:00;Sat;D13;N;189
17-11-2007;16:15:00;Sat;D14;N;163
17-11-2007;16:15:00;Sat;D5;N;197
17-11-2007;16:15:00;Sat;D6;S;172
17-11-2007;16:15:00;Sat;D7;N;232
17-11-2007;16:15:00;Sat;D8;S;197
17-11-2007;16:15:00;Sat;D15;S;129
17-11-2007;16:15:00;Sat;D18;N;234
17-11-2007;16:30:00;Sat;D3;S;118
17-11-2007;16:30:00;Sat;D4;S;194
17-11-2007;16:30:00;Sat;D13;N;179
17-11-2007;16:30:00;Sat;D14;N;157
17-11-2007;16:30:00;Sat;D5;N;176
17-11-2007;16:30:00;Sat;D6;S;177
17-11-2007;16:30:00;Sat;D7;N;207
17-11-2007;16:30:00;Sat;D8;S;201
17-11-2007;16:30:00;Sat;D15;S;140
17-11-2007;16:30:00;Sat;D18;N;211
17-11-2007;16:45:00;Sat;D3;S;117
17-11-2007;16:45:00;Sat;D4;S;183
17-11-2007;16:45:00;Sat;D13;N;151
17-11-2007;16:45:00;Sat;D14;N;136
17-11-2007;16:45:00;Sat;D5;N;178
17-11-2007;16:45:00;Sat;D6;S;186
17-11-2007;16:45:00;Sat;D7;N;193
17-11-2007;16:45:00;Sat;D8;S;222
17-11-2007;16:45:00;Sat;D15;S;145
17-11-2007;16:45:00;Sat;D18;N;205
17-11-2007;17:00:00;Sat;D3;S;112
17-11-2007;17:00:00;Sat;D4;S;177
17-11-2007;17:00:00;Sat;D13;N;174
17-11-2007;17:00:00;Sat;D14;N;165
17-11-2007;17:00:00;Sat;D5;N;168
17-11-2007;17:00:00;Sat;D6;S;189
17-11-2007;17:00:00;Sat;D7;N;195
17-11-2007;17:00:00;Sat;D8;S;201
17-11-2007;17:00:00;Sat;D15;S;127
17-11-2007;17:00:00;Sat;D18;N;191
17-11-2007;17:15:00;Sat;D3;S;83
17-11-2007;17:15:00;Sat;D4;S;162
17-11-2007;17:15:00;Sat;D13;N;171
17-11-2007;17:15:00;Sat;D14;N;139
17-11-2007;17:15:00;Sat;D5;N;182
17-11-2007;17:15:00;Sat;D6;S;159
17-11-2007;17:15:00;Sat;D7;N;199
17-11-2007;17:15:00;Sat;D8;S;175
17-11-2007;17:15:00;Sat;D15;S;140
17-11-2007;17:15:00;Sat;D18;N;250
17-11-2007;17:30:00;Sat;D3;S;109
17-11-2007;17:30:00;Sat;D4;S;160
17-11-2007;17:30:00;Sat;D13;N;170
17-11-2007;17:30:00;Sat;D14;N;135
17-11-2007;17:30:00;Sat;D5;N;164
17-11-2007;17:30:00;Sat;D6;S;163
17-11-2007;17:30:00;Sat;D7;N;183
17-11-2007;17:30:00;Sat;D8;S;174
17-11-2007;17:30:00;Sat;D15;S;141
17-11-2007;17:30:00;Sat;D18;N;210
17-11-2007;17:45:00;Sat;D3;S;106
17-11-2007;17:45:00;Sat;D4;S;162
17-11-2007;17:45:00;Sat;D13;N;134
17-11-2007;17:45:00;Sat;D14;N;121
17-11-2007;17:45:00;Sat;D5;N;174
17-11-2007;17:45:00;Sat;D6;S;145
17-11-2007;17:45:00;Sat;D7;N;183
17-11-2007;17:45:00;Sat;D8;S;152
17-11-2007;17:45:00;Sat;D15;S;138
17-11-2007;17:45:00;Sat;D18;N;186
17-11-2007;18:00:00;Sat;D3;S;107
17-11-2007;18:00:00;Sat;D4;S;176
17-11-2007;18:00:00;Sat;D13;N;135
17-11-2007;18:00:00;Sat;D14;N;114
17-11-2007;18:00:00;Sat;D5;N;182
17-11-2007;18:00:00;Sat;D6;S;182
17-11-2007;18:00:00;Sat;D7;N;185
17-11-2007;18:00:00;Sat;D8;S;184
17-11-2007;18:00:00;Sat;D15;S;138
17-11-2007;18:00:00;Sat;D18;N;204
17-11-2007;18:15:00;Sat;D3;S;91
17-11-2007;18:15:00;Sat;D4;S;139
17-11-2007;18:15:00;Sat;D13;N;131
17-11-2007;18:15:00;Sat;D14;N;114
17-11-2007;18:15:00;Sat;D5;N;151
17-11-2007;18:15:00;Sat;D6;S;132
17-11-2007;18:15:00;Sat;D7;N;166
17-11-2007;18:15:00;Sat;D8;S;135
17-11-2007;18:15:00;Sat;D15;S;126
17-11-2007;18:15:00;Sat;D18;N;169
17-11-2007;18:30:00;Sat;D3;S;73
17-11-2007;18:30:00;Sat;D4;S;115
17-11-2007;18:30:00;Sat;D13;N;114
17-11-2007;18:30:00;Sat;D14;N;87
17-11-2007;18:30:00;Sat;D5;N;138
17-11-2007;18:30:00;Sat;D6;S;102
17-11-2007;18:30:00;Sat;D7;N;145
17-11-2007;18:30:00;Sat;D8;S;116
17-11-2007;18:30:00;Sat;D15;S;100
17-11-2007;18:30:00;Sat;D18;N;156
17-11-2007;18:45:00;Sat;D3;S;60
17-11-2007;18:45:00;Sat;D4;S;111
17-11-2007;18:45:00;Sat;D13;N;75
17-11-2007;18:45:00;Sat;D14;N;62
17-11-2007;18:45:00;Sat;D5;N;104
17-11-2007;18:45:00;Sat;D6;S;107
17-11-2007;18:45:00;Sat;D7;N;105
17-11-2007;18:45:00;Sat;D8;S;104
17-11-2007;18:45:00;Sat;D15;S;87
17-11-2007;18:45:00;Sat;D18;N;115
17-11-2007;19:00:00;Sat;D3;S;55
17-11-2007;19:00:00;Sat;D4;S;87
17-11-2007;19:00:00;Sat;D13;N;71
17-11-2007;19:00:00;Sat;D14;N;62
17-11-2007;19:00:00;Sat;D5;N;93
17-11-2007;19:00:00;Sat;D6;S;104
17-11-2007;19:00:00;Sat;D7;N;94
17-11-2007;19:00:00;Sat;D8;S;118
17-11-2007;19:00:00;Sat;D15;S;107
17-11-2007;19:00:00;Sat;D18;N;96
17-11-2007;19:15:00;Sat;D3;S;49
17-11-2007;19:15:00;Sat;D4;S;85
17-11-2007;19:15:00;Sat;D13;N;76
17-11-2007;19:15:00;Sat;D14;N;57
17-11-2007;19:15:00;Sat;D5;N;77
17-11-2007;19:15:00;Sat;D6;S;99
17-11-2007;19:15:00;Sat;D7;N;84
17-11-2007;19:15:00;Sat;D8;S;100
17-11-2007;19:15:00;Sat;D15;S;78
17-11-2007;19:15:00;Sat;D18;N;89
17-11-2007;19:30:00;Sat;D3;S;47
17-11-2007;19:30:00;Sat;D4;S;67
17-11-2007;19:30:00;Sat;D13;N;73
17-11-2007;19:30:00;Sat;D14;N;61
17-11-2007;19:30:00;Sat;D5;N;90
17-11-2007;19:30:00;Sat;D6;S;73
17-11-2007;19:30:00;Sat;D7;N;105
17-11-2007;19:30:00;Sat;D8;S;87
17-11-2007;19:30:00;Sat;D15;S;62
17-11-2007;19:30:00;Sat;D18;N;88
17-11-2007;19:45:00;Sat;D3;S;42
17-11-2007;19:45:00;Sat;D4;S;61
17-11-2007;19:45:00;Sat;D13;N;61
17-11-2007;19:45:00;Sat;D14;N;44
17-11-2007;19:45:00;Sat;D5;N;75
17-11-2007;19:45:00;Sat;D6;S;72
17-11-2007;19:45:00;Sat;D7;N;92
17-11-2007;19:45:00;Sat;D8;S;81
17-11-2007;19:45:00;Sat;D15;S;50
17-11-2007;19:45:00;Sat;D18;N;90
17-11-2007;20:00:00;Sat;D3;S;42
17-11-2007;20:00:00;Sat;D4;S;62
17-11-2007;20:00:00;Sat;D13;N;53
17-11-2007;20:00:00;Sat;D14;N;49
17-11-2007;20:00:00;Sat;D5;N;67
17-11-2007;20:00:00;Sat;D6;S;66
17-11-2007;20:00:00;Sat;D7;N;87
17-11-2007;20:00:00;Sat;D8;S;77
17-11-2007;20:00:00;Sat;D15;S;46
17-11-2007;20:00:00;Sat;D18;N;92
17-11-2007;20:15:00;Sat;D3;S;28
17-11-2007;20:15:00;Sat;D4;S;55
17-11-2007;20:15:00;Sat;D13;N;51
17-11-2007;20:15:00;Sat;D14;N;45
17-11-2007;20:15:00;Sat;D5;N;64
17-11-2007;20:15:00;Sat;D6;S;73
17-11-2007;20:15:00;Sat;D7;N;81
17-11-2007;20:15:00;Sat;D8;S;95
17-11-2007;20:15:00;Sat;D15;S;79
17-11-2007;20:15:00;Sat;D18;N;88
17-11-2007;20:30:00;Sat;D3;S;29
17-11-2007;20:30:00;Sat;D4;S;58
17-11-2007;20:30:00;Sat;D13;N;46
17-11-2007;20:30:00;Sat;D14;N;46
17-11-2007;20:30:00;Sat;D5;N;58
17-11-2007;20:30:00;Sat;D6;S;73
17-11-2007;20:30:00;Sat;D7;N;72
17-11-2007;20:30:00;Sat;D8;S;74
17-11-2007;20:30:00;Sat;D15;S;60
17-11-2007;20:30:00;Sat;D18;N;61
17-11-2007;20:45:00;Sat;D3;S;33
17-11-2007;20:45:00;Sat;D4;S;51
17-11-2007;20:45:00;Sat;D13;N;58
17-11-2007;20:45:00;Sat;D14;N;49
17-11-2007;20:45:00;Sat;D5;N;66
17-11-2007;20:45:00;Sat;D6;S;67
17-11-2007;20:45:00;Sat;D7;N;75
17-11-2007;20:45:00;Sat;D8;S;68
17-11-2007;20:45:00;Sat;D15;S;65
17-11-2007;20:45:00;Sat;D18;N;89
17-11-2007;21:00:00;Sat;D3;S;44
17-11-2007;21:00:00;Sat;D4;S;63
17-11-2007;21:00:00;Sat;D13;N;48
17-11-2007;21:00:00;Sat;D14;N;44
17-11-2007;21:00:00;Sat;D5;N;63
17-11-2007;21:00:00;Sat;D6;S;66
17-11-2007;21:00:00;Sat;D7;N;66
17-11-2007;21:00:00;Sat;D8;S;75
17-11-2007;21:00:00;Sat;D15;S;52
17-11-2007;21:00:00;Sat;D18;N;76
17-11-2007;21:15:00;Sat;D3;S;42
17-11-2007;21:15:00;Sat;D4;S;61
17-11-2007;21:15:00;Sat;D13;N;46
17-11-2007;21:15:00;Sat;D14;N;49
17-11-2007;21:15:00;Sat;D5;N;72
17-11-2007;21:15:00;Sat;D6;S;64
17-11-2007;21:15:00;Sat;D7;N;79
17-11-2007;21:15:00;Sat;D8;S;68
17-11-2007;21:15:00;Sat;D15;S;43
17-11-2007;21:15:00;Sat;D18;N;71
17-11-2007;21:30:00;Sat;D3;S;33
17-11-2007;21:30:00;Sat;D4;S;51
17-11-2007;21:30:00;Sat;D13;N;31
17-11-2007;21:30:00;Sat;D14;N;29
17-11-2007;21:30:00;Sat;D5;N;54
17-11-2007;21:30:00;Sat;D6;S;62
17-11-2007;21:30:00;Sat;D7;N;53
17-11-2007;21:30:00;Sat;D8;S;69
17-11-2007;21:30:00;Sat;D15;S;54
17-11-2007;21:30:00;Sat;D18;N;72
17-11-2007;21:45:00;Sat;D3;S;35
17-11-2007;21:45:00;Sat;D4;S;46
17-11-2007;21:45:00;Sat;D13;N;55
17-11-2007;21:45:00;Sat;D14;N;49
17-11-2007;21:45:00;Sat;D5;N;66
17-11-2007;21:45:00;Sat;D6;S;60
17-11-2007;21:45:00;Sat;D7;N;77
17-11-2007;21:45:00;Sat;D8;S;49
17-11-2007;21:45:00;Sat;D15;S;53
17-11-2007;21:45:00;Sat;D18;N;75
17-11-2007;22:00:00;Sat;D3;S;44
17-11-2007;22:00:00;Sat;D4;S;66
17-11-2007;22:00:00;Sat;D13;N;44
17-11-2007;22:00:00;Sat;D14;N;42
17-11-2007;22:00:00;Sat;D5;N;53
17-11-2007;22:00:00;Sat;D6;S;83
17-11-2007;22:00:00;Sat;D7;N;64
17-11-2007;22:00:00;Sat;D8;S;87
17-11-2007;22:00:00;Sat;D15;S;71
17-11-2007;22:00:00;Sat;D18;N;52
17-11-2007;22:15:00;Sat;D3;S;49
17-11-2007;22:15:00;Sat;D4;S;80
