Date;Time;D3;D4;D13;D14;D5;D6;D7;D8;D15;D18
18-11-2007;19:15:00;57;96;111;80;120;90;124;101;81;121
18-11-2007;19:30:00;54;88;71;68;84;88;95;98;77;88
18-11-2007;19:45:00;50;92;100;77;96;100;101;112;89;117
18-11-2007;20:00:00;44;68;66;57;87;81;94;80;68;102
18-11-2007;20:15:00;40;61;52;44;64;63;79;68;48;92
18-11-2007;20:30:00;48;59;44;45;55;73;71;67;48;68
18-11-2007;20:45:00;41;66;45;44;44;53;55;55;42;60
18-11-2007;21:00:00;31;39;27;33;45;40;56;43;36;64
18-11-2007;21:15:00;39;53;60;39;85;51;82;56;47;88
18-11-2007;21:30:00;36;55;61;55;74;65;71;69;61;88
18-11-2007;21:45:00;43;57;46;45;71;73;78;74;58;81
18-11-2007;22:00:00;47;69;45;28;54;70;61;81;71;64
18-11-2007;22:15:00;31;53;48;36;57;67;69;68;60;88
18-11-2007;22:30:00;17;23;26;18;49;41;58;41;44;66
18-11-2007;22:45:00;32;50;32;35;52;62;51;67;51;57
18-11-2007;23:00:00;23;27;20;24;43;38;36;33;38;49
18-11-2007;23:15:00;39;34;28;21;33;34;35;41;41;45
18-11-2007;23:30:00;30;37;30;23;31;40;37;37;22;36
18-11-2007;23:45:00;25;40;15;16;20;38;24;42;31;35
19-11-2007;00:00:00;14;26;14;17;14;27;18;30;21;28
19-11-2007;00:15:00;9;14;9;9;17;19;17;23;19;26
19-11-2007;00:30:00;7;7;5;5;17;19;20;14;18;22
19-11-2007;00:45:00;2;2;3;2;10;14;14;11;11;12
19-11-2007;01:00:00;2;3;2;2;15;13;16;14;17;16
19-11-2007;01:30:00;4;4;4;6;3;3;5;3;3;3
19-11-2007;02:00:00;2;2;3;2;1;1;2;1;1;1
19-11-2007;02:30:00;3;2;2;2;2;2;2;2;2;3
19-11-2007;02:45:00;3;5;3;4;4;3;5;3;3;3
19-11-2007;03:00:00;2;3;2;2;3;4;4;3;3;4
19-11-2007;03:15:00;2;2;2;3;1;1;1;1;2;1
19-11-2007;03:45:00;3;4;3;4;10;11;9;11;15;11
19-11-2007;04:00:00;1;1;1;1;8;8;9;9;10;10
19-11-2007;04:15:00;2;2;2;3;7;8;7;7;10;13
19-11-2007;04:30:00;2;2;2;3;13;11;16;10;10;16
19-11-2007;04:45:00;7;7;9;10;14;17;18;15;18;25
19-11-2007;05:00:00;14;19;19;23;25;28;27;25;40;43
19-11-2007;05:15:00;15;25;26;35;30;28;34;29;35;48
19-11-2007;05:30:00;27;31;33;32;39;34;36;36;32;46
19-11-2007;05:45:00;49;65;58;85;74;67;68;62;81;77
19-11-2007;06:00:00;72;90;107;149;106;92;100;86;79;121
19-11-2007;06:15:00;73;107;116;147;145;117;136;117;113;161
19-11-2007;06:30:00;105;150;155;174;178;148;164;159;160;212
19-11-2007;06:45:00;204;302;292;326;334;293;319;279;253;346
19-11-2007;07:00:00;224;346;329;357;416;329;393;331;246;419
19-11-2007;07:15:00;269;332;384;369;471;348;429;333;273;445
19-11-2007;07:30:00;395;562;544;538;627;512;563;503;404;557
19-11-2007;07:45:00;461;711;610;626;754;714;675;665;560;727
19-11-2007;08:00:00;551;825;666;674;822;795;782;793;631;787
19-11-2007;08:15:00;348;619;488;482;553;593;491;571;432;587
19-11-2007;08:30:00;386;631;476;453;542;599;504;582;404;542
19-11-2007;08:45:00;311;555;484;459;543;519;507;533;416;524
19-11-2007;09:00:00;289;506;434;439;487;487;492;499;359;514
19-11-2007;09:15:00;260;429;381;367;422;437;421;423;297;452
19-11-2007;09:30:00;215;385;317;321;372;384;375;377;312;394
19-11-2007;09:45:00;207;320;299;286;351;315;332;297;278;381
19-11-2007;10:00:00;204;355;319;304;372;348;368;353;304;406
19-11-2007;10:15:00;186;306;250;257;289;305;284;314;279;321
19-11-2007;10:30:00;187;300;261;267;321;307;326;322;276;345
19-11-2007;10:45:00;190;308;246;249;332;341;342;344;251;357
19-11-2007;11:00:00;214;346;342;305;398;346;405;356;295;446
19-11-2007;11:15:00;167;305;284;253;319;301;317;312;304;373
19-11-2007;11:30:00;195;299;239;218;314;282;327;298;302;362
19-11-2007;11:45:00;210;369;276;273;311;334;317;346;296;329
19-11-2007;12:00:00;216;351;280;252;340;344;343;365;317;372
19-11-2007;12:15:00;212;351;297;253;326;334;322;355;325;367
19-11-2007;12:30:00;209;386;285;259;358;362;370;374;322;404
19-11-2007;12:45:00;194;332;298;264;371;307;371;315;301;414
19-11-2007;13:00:00;206;331;285;242;313;322;332;352;347;350
19-11-2007;13:15:00;186;314;260;245;320;320;328;332;285;368
19-11-2007;13:30:00;207;342;258;246;304;351;320;367;325;362
19-11-2007;13:45:00;209;381;295;257;332;359;345;370;304;362
19-11-2007;14:00:00;208;392;303;267;338;383;353;379;314;385
19-11-2007;14:15:00;182;349;273;279;308;315;334;334;350;378
19-11-2007;14:30:00;257;465;337;306;412;436;421;462;423;498
19-11-2007;14:45:00;225;465;329;298;383;443;384;455;452;453
19-11-2007;15:00:00;250;497;353;313;381;468;396;496;454;459
19-11-2007;15:15:00;249;512;413;325;491;474;489;488;468;563
19-11-2007;15:30:00;297;581;467;397;534;524;561;557;531;655
19-11-2007;15:45:00;248;473;428;363;498;485;506;489;485;587
19-11-2007;16:00:00;238;484;410;356;483;500;480;510;472;576
19-11-2007;16:15:00;205;432;457;383;501;425;517;448;467;572
19-11-2007;16:30:00;249;461;461;393;549;453;552;474;460;605
19-11-2007;16:45:00;230;424;435;379;530;423;520;465;409;571
19-11-2007;17:00:00;225;406;442;381;562;401;558;424;409;610
19-11-2007;17:15:00;189;336;384;314;485;319;501;329;306;537
19-11-2007;17:30:00;166;282;326;250;425;258;438;293;259;461
19-11-2007;17:45:00;152;259;277;226;331;257;347;296;258;385
19-11-2007;18:00:00;142;233;272;223;320;222;342;260;206;353
19-11-2007;18:15:00;119;216;236;191;283;203;303;250;221;349
19-11-2007;18:30:00;107;178;159;132;197;191;232;207;169;230
19-11-2007;18:45:00;98;164;156;119;206;178;233;199;151;243
19-11-2007;19:00:00;87;140;169;132;193;165;208;158;118;229
19-11-2007;19:15:00;79;134;126;84;157;137;181;151;105;201
19-11-2007;19:30:00;77;131;124;109;131;131;159;144;103;149
19-11-2007;19:45:00;80;112;96;95;136;123;131;125;84;156
19-11-2007;20:00:00;59;93;81;67;103;95;134;111;88;129
19-11-2007;20:15:00;65;121;86;79;104;116;113;118;93;116
19-11-2007;20:30:00;69;90;107;78;113;95;137;97;72;137
19-11-2007;20:45:00;65;98;66;56;80;95;88;106;72;105
19-11-2007;21:00:00;56;78;68;58;88;80;97;87;70;103
19-11-2007;21:15:00;53;72;60;51;75;80;84;80;67;107
19-11-2007;21:30:00;47;69;54;43;77;78;89;80;78;93
19-11-2007;21:45:00;43;78;62;56;87;77;104;84;69;103
19-11-2007;22:00:00;46;72;65;58;92;71;95;81;76;114
19-11-2007;22:15:00;50;76;59;49;65;82;80;95;85;69
19-11-2007;22:30:00;46;51;61;46;77;66;75;70;61;95
19-11-2007;22:45:00;50;70;50;49;80;79;81;70;66;84
19-11-2007;23:00:00;45;59;57;51;59;59;70;65;49;79
19-11-2007;23:15:00;39;45;27;24;65;59;66;67;59;60
19-11-2007;23:30:00;43;67;37;34;45;65;52;68;55;59
19-11-2007;23:45:00;28;44;27;26;34;45;41;48;41;56
20-11-2007;00:00:00;17;24;18;15;33;29;30;26;28;54
20-11-2007;00:15:00;14;14;11;12;21;25;19;28;31;35
20-11-2007;00:30:00;7;6;5;6;13;13;19;11;20;22
20-11-2007;00:45:00;10;8;8;9;6;7;6;8;12;6
20-11-2007;01:00:00;6;7;5;6;12;15;15;13;19;14
20-11-2007;01:15:00;4;4;6;4;12;14;16;13;15;13
20-11-2007;01:30:00;1;1;1;1;4;4;4;5;4;6
20-11-2007;02:00:00;4;5;4;5;2;3;2;3;2;2
20-11-2007;02:15:00;2;3;2;2;2;2;3;2;2;2
20-11-2007;03:00:00;2;2;2;3;3;3;4;3;3;4
20-11-2007;03:30:00;5;5;4;5;10;11;8;9;12;8
20-11-2007;04:00:00;6;6;9;9;7;6;10;6;6;13
20-11-2007;04:15:00;3;4;3;3;6;7;8;7;6;7
20-11-2007;04:30:00;4;5;4;5;14;13;15;13;15;19
20-11-2007;04:45:00;6;5;7;5;16;12;11;12;11;17
20-11-2007;05:00:00;10;14;13;16;17;23;17;18;26;22
20-11-2007;05:15:00;13;12;20;28;22;17;20;19;28;20
20-11-2007;05:30:00;34;37;32;41;43;35;53;51;49;56
20-11-2007;05:45:00;40;58;45;67;63;63;65;63;68;75
20-11-2007;06:00:00;54;80;84;115;98;97;99;96;81;112
20-11-2007;06:15:00;66;88;118;147;137;99;133;94;104;158
20-11-2007;06:30:00;122;179;149;171;196;166;183;162;151;228
20-11-2007;06:45:00;167;280;251;273;330;300;304;294;249;339
20-11-2007;07:00:00;220;332;367;389;454;344;419;337;246;447
20-11-2007;07:15:00;282;397;434;427;500;374;462;374;285;473
20-11-2007;07:30:00;328;464;435;442;568;459;510;452;362;523
20-11-2007;07:45:00;359;540;492;527;622;556;555;544;439;571
20-11-2007;08:00:00;495;769;614;596;643;665;580;663;551;657
20-11-2007;08:15:00;410;686;555;526;581;586;531;601;477;578
20-11-2007;08:30:00;406;677;504;502;603;646;567;632;490;585
20-11-2007;08:45:00;302;565;432;441;531;541;486;548;425;518
20-11-2007;09:00:00;331;588;420;463;441;520;429;534;404;455
20-11-2007;09:15:00;312;488;464;482;444;401;421;400;308;465
20-11-2007;09:30:00;198;340;316;304;371;334;364;320;253;406
20-11-2007;09:45:00;232;368;340;318;424;365;407;383;333;425
20-11-2007;10:00:00;234;364;327;314;363;328;362;320;280;370
20-11-2007;10:15:00;227;363;306;275;316;329;325;331;263;359
20-11-2007;10:30:00;191;309;300;279;369;282;382;284;280;406
20-11-2007;10:45:00;224;347;284;279;313;315;330;311;280;348
20-11-2007;11:00:00;194;338;283;272;342;301;347;304;247;371
20-11-2007;11:15:00;191;318;225;220;292;299;295;305;259;328
20-11-2007;11:30:00;189;336;258;237;351;329;355;334;284;383
20-11-2007;11:45:00;193;352;278;232;318;347;312;366;320;373
20-11-2007;12:00:00;185;316;254;218;305;307;316;326;285;352
20-11-2007;12:15:00;186;331;271;269;290;331;300;356;275;355
20-11-2007;12:30:00;218;338;295;282;343;335;364;345;321;393
20-11-2007;12:45:00;207;335;310;259;354;333;364;354;310;387
20-11-2007;13:00:00;236;372;307;276;330;345;348;375;314;388
20-11-2007;13:15:00;195;300;260;263;311;296;322;314;273;355
20-11-2007;13:30:00;217;398;282;245;322;372;339;395;305;387
20-11-2007;13:45:00;217;361;328;287;337;340;362;360;306;397
20-11-2007;14:00:00;222;410;310;260;361;386;354;401;363;448
20-11-2007;14:15:00;222;377;343;322;389;344;398;383;385;460
20-11-2007;14:30:00;233;455;342;284;386;422;378;436;400;470
20-11-2007;14:45:00;233;449;324;273;368;432;389;438;386;454
20-11-2007;15:00:00;234;482;326;279;401;458;404;485;425;477
20-11-2007;15:15:00;281;591;448;369;534;533;542;554;552;606
20-11-2007;15:30:00;264;506;424;363;488;492;503;520;478;581
20-11-2007;15:45:00;221;481;454;380;516;482;514;497;503;617
20-11-2007;16:00:00;220;458;408;372;485;471;474;482;480;600
20-11-2007;16:15:00;257;518;518;440;557;531;569;545;509;640
20-11-2007;16:30:00;231;466;446;396;528;482;509;482;476;606
20-11-2007;16:45:00;230;434;464;401;564;426;562;448;432;607
20-11-2007;17:00:00;200;383;397;333;540;361;534;378;343;574
20-11-2007;17:15:00;164;322;407;335;480;330;498;357;329;544
20-11-2007;17:30:00;149;273;311;243;370;253;381;293;279;442
20-11-2007;17:45:00;150;276;283;233;353;267;380;307;256;390
20-11-2007;18:00:00;149;252;266;221;306;256;345;281;236;354
20-11-2007;18:15:00;122;225;210;184;276;220;297;248;184;314
20-11-2007;18:30:00;119;181;194;160;254;174;274;188;160;292
20-11-2007;18:45:00;101;181;177;139;219;170;257;191;170;253
20-11-2007;19:00:00;107;172;175;130;191;156;212;163;128;199
20-11-2007;19:15:00;72;135;141;135;161;138;177;149;129;201
20-11-2007;19:30:00;86;128;153;114;158;117;178;123;101;195
20-11-2007;19:45:00;75;122;96;81;106;123;138;136;102;141
20-11-2007;20:00:00;88;132;96;80;130;126;146;145;107;150
20-11-2007;20:15:00;66;101;79;70;108;111;113;126;85;141
20-11-2007;20:30:00;70;98;75;60;107;104;108;114;84;116
20-11-2007;20:45:00;62;111;76;69;102;103;101;105;83;118
20-11-2007;21:00:00;56;97;67;57;88;93;99;96;81;115
20-11-2007;21:15:00;63;84;68;54;88;99;90;101;71;111
20-11-2007;21:30:00;67;108;77;77;96;105;116;108;94;125
20-11-2007;21:45:00;61;85;73;64;106;95;110;100;69;122
20-11-2007;22:00:00;63;90;64;56;75;89;87;93;72;103
20-11-2007;22:15:00;71;94;58;53;72;89;80;102;88;95
20-11-2007;22:30:00;41;57;50;42;62;79;79;82;64;71
20-11-2007;22:45:00;47;65;63;50;83;66;88;69;61;93
20-11-2007;23:00:00;39;64;48;28;66;70;71;76;62;70
20-11-2007;23:15:00;53;69;45;43;58;72;69;65;62;61
20-11-2007;23:30:00;47;60;26;30;47;60;58;60;50;55
20-11-2007;23:45:00;30;47;38;32;30;39;38;46;42;54
21-11-2007;00:00:00;23;35;16;19;18;35;18;40;32;39
21-11-2007;00:15:00;11;18;14;14;25;21;26;23;23;43
21-11-2007;00:30:00;7;8;7;8;17;19;26;23;24;23
21-11-2007;00:45:00;11;12;12;11;20;20;22;20;25;32
21-11-2007;01:00:00;7;7;5;6;11;12;10;12;14;14
21-11-2007;01:15:00;5;6;6;5;11;10;10;9;15;13
21-11-2007;01:30:00;2;2;3;2;7;8;7;7;11;7
21-11-2007;01:45:00;4;4;5;5;6;5;9;5;5;6
21-11-2007;03:15:00;5;5;5;8;7;5;7;5;6;12
21-11-2007;03:30:00;4;3;3;3;6;5;6;5;6;6
21-11-2007;03:45:00;2;3;2;2;10;8;11;9;8;13
21-11-2007;04:15:00;2;3;2;2;8;6;9;6;6;10
21-11-2007;04:30:00;8;9;10;9;6;8;6;9;9;9
21-11-2007;04:45:00;13;14;27;27;22;13;24;15;22;30
21-11-2007;05:00:00;12;18;12;17;28;23;22;18;29;26
21-11-2007;05:15:00;17;21;17;20;26;35;25;29;36;35
21-11-2007;05:30:00;28;34;30;33;38;31;44;35;31;48
21-11-2007;05:45:00;42;60;45;59;74;69;79;71;71;95
21-11-2007;06:00:00;62;78;91;118;113;91;116;87;79;121
21-11-2007;06:15:00;75;103;118;149;146;102;137;103;97;163
21-11-2007;06:30:00;111;148;161;179;207;160;198;170;163;233
21-11-2007;06:45:00;154;246;238;260;309;277;296;277;216;332
21-11-2007;07:00:00;221;357;345;384;451;369;420;357;289;439
21-11-2007;07:15:00;248;336;383;392;495;350;433;344;276;446
21-11-2007;07:30:00;319;455;432;424;604;472;550;459;405;566
21-11-2007;07:45:00;342;522;463;494;541;521;494;534;451;524
21-11-2007;08:00:00;420;680;552;559;657;656;594;625;545;642
21-11-2007;08:15:00;370;619;490;452;545;604;506;591;473;547
21-11-2007;08:30:00;382;696;555;535;557;598;531;586;477;556
21-11-2007;08:45:00;325;564;458;473;536;541;504;536;441;546
21-11-2007;09:00:00;366;671;480;515;461;507;440;507;363;477
21-11-2007;09:15:00;247;423;351;348;397;393;386;393;322;436
21-11-2007;09:30:00;219;362;342;340;372;353;374;358;296;363
21-11-2007;09:45:00;249;389;378;376;376;319;375;311;289;376
21-11-2007;10:00:00;237;398;341;312;348;355;337;358;318;361
21-11-2007;10:15:00;218;346;255;238;314;303;316;300;255;371
21-11-2007;10:30:00;223;370;260;232;296;375;318;372;289;372
21-11-2007;10:45:00;221;330;277;234;333;366;327;378;330;361
21-11-2007;11:00:00;193;332;274;249;350;323;364;321;277;419
21-11-2007;11:15:00;160;273;212;219;297;282;328;300;269;360
21-11-2007;11:30:00;195;326;252;239;278;311;283;308;264;338
21-11-2007;11:45:00;219;385;292;276;320;337;327;347;308;369
21-11-2007;12:00:00;209;343;317;300;398;347;413;347;312;436
21-11-2007;12:15:00;185;335;307;275;367;314;373;324;295;412
21-11-2007;12:30:00;255;407;312;286;360;346;361;365;313;423
21-11-2007;12:45:00;258;430;322;319;410;432;429;456;445;448
21-11-2007;13:00:00;243;376;301;250;366;362;383;377;339;396
21-11-2007;13:15:00;193;331;266;246;372;353;376;379;308;446
21-11-2007;13:30:00;206;368;313;261;316;328;330;363;326;376
21-11-2007;13:45:00;219;339;309;272;341;333;363;352;317;392
21-11-2007;14:00:00;212;387;293;278;401;402;411;422;375;452
21-11-2007;14:15:00;232;474;348;309;368;399;381;418;361;429
21-11-2007;14:30:00;285;552;427;374;429;480;440;484;444;507
21-11-2007;14:45:00;231;466;345;307;397;439;407;467;436;481
21-11-2007;15:00:00;282;550;405;358;499;543;501;553;548;580
21-11-2007;15:15:00;270;587;489;395;535;532;545;581;519;621
21-11-2007;15:30:00;264;528;473;394;504;507;508;539;487;611
21-11-2007;15:45:00;251;482;410;335;498;481;495;503;478;587
21-11-2007;16:00:00;234;479;426;360;468;478;475;510;481;586
21-11-2007;16:15:00;248;483;513;423;551;507;590;536;529;634
21-11-2007;16:30:00;229;457;478;399;556;436;533;454;435;598
21-11-2007;16:45:00;238;447;413;367;543;418;541;448;410;586
21-11-2007;17:00:00;194;373;385;350;501;362;531;377;354;543
21-11-2007;17:15:00;165;331;343;296;476;325;462;363;313;531
21-11-2007;17:30:00;173;321;343;289;438;330;464;329;296;470
21-11-2007;17:45:00;150;282;288;236;403;292;440;311;279;433
21-11-2007;18:00:00;130;222;248;205;286;219;290;248;217;319
21-11-2007;18:15:00;153;220;236;191;265;221;300;236;185;326
21-11-2007;18:30:00;95;184;201;164;232;175;264;193;173;285
21-11-2007;18:45:00;128;185;159;145;204;175;218;181;160;241
21-11-2007;19:00:00;122;172;188;147;207;182;247;203;143;250
21-11-2007;19:15:00;98;169;162;136;181;151;199;179;111;216
21-11-2007;19:30:00;75;144;107;84;128;136;134;151;127;157
21-11-2007;19:45:00;71;113;105;89;121;122;145;141;104;147
21-11-2007;20:00:00;70;101;111;87;114;104;140;112;102;147
21-11-2007;20:15:00;53;88;86;71;91;87;114;93;97;123
21-11-2007;20:30:00;76;90;102;77;100;97;120;107;86;119
21-11-2007;20:45:00;64;93;78;64;95;95;107;110;79;119
21-11-2007;21:00:00;58;80;75;60;91;85;103;87;68;114
21-11-2007;21:15:00;60;73;66;62;88;76;106;88;66;110
21-11-2007;21:30:00;48;93;66;51;75;101;92;103;100;96
21-11-2007;21:45:00;62;87;67;63;71;86;88;89;57;89
21-11-2007;22:00:00;46;71;61;44;88;75;101;91;64;119
21-11-2007;22:15:00;53;73;56;48;93;90;112;93;72;114
21-11-2007;22:30:00;81;100;59;60;74;111;90;120;79;106
21-11-2007;22:45:00;54;74;66;49;89;79;92;74;72;87
21-11-2007;23:00:00;58;73;63;53;72;72;82;73;74;89
21-11-2007;23:15:00;53;71;54;42;80;72;83;77;61;70
21-11-2007;23:30:00;53;70;42;42;65;66;68;61;53;62
21-11-2007;23:45:00;35;71;22;21;27;68;34;73;55;41
22-11-2007;00:00:00;34;36;26;18;27;45;31;35;38;58
22-11-2007;00:15:00;13;13;9;8;18;35;18;31;25;43
22-11-2007;00:30:00;13;17;12;9;15;32;18;27;35;20
22-11-2007;00:45:00;19;21;25;18;19;23;24;23;18;26
22-11-2007;01:00:00;8;8;7;7;18;16;18;17;15;24
22-11-2007;01:15:00;4;6;4;4;6;8;8;7;7;7
22-11-2007;01:30:00;4;4;3;3;10;13;11;12;11;14
22-11-2007;02:45:00;3;3;4;5;4;4;5;5;6;4
22-11-2007;03:00:00;4;5;5;5;8;10;9;8;9;8
22-11-2007;03:15:00;2;2;3;2;13;10;13;11;11;10
22-11-2007;03:30:00;2;3;2;2;8;7;8;7;8;10
22-11-2007;03:45:00;3;4;4;4;7;9;13;9;7;10
22-11-2007;04:15:00;4;5;5;4;9;10;10;8;12;15
22-11-2007;04:30:00;11;11;14;14;15;13;18;13;10;21
22-11-2007;04:45:00;6;6;10;10;17;14;19;12;15;18
22-11-2007;05:00:00;12;13;16;20;32;23;29;22;44;42
22-11-2007;05:15:00;18;18;18;22;31;29;30;28;38;45
22-11-2007;05:30:00;28;34;29;35;38;48;42;43;59;46
22-11-2007;05:45:00;49;52;44;62;76;70;66;63;81;77
22-11-2007;06:00:00;61;87;89;113;113;112;105;111;105;124
22-11-2007;06:15:00;69;87;105;128;131;109;133;97;100;156
22-11-2007;06:30:00;92;150;149;169;184;151;174;163;150;207
22-11-2007;06:45:00;159;258;266;298;344;279;321;281;227;367
22-11-2007;07:00:00;207;317;311;329;412;328;379;333;265;417
22-11-2007;07:15:00;240;325;415;422;492;334;451;328;276;467
22-11-2007;07:30:00;313;438;422;426;530;453;490;438;359;494
22-11-2007;07:45:00;389;594;541;538;625;603;576;594;510;591
22-11-2007;08:00:00;393;623;490;491;585;562;529;560;503;596
22-11-2007;08:15:00;341;598;480;464;553;586;506;587;452;555
22-11-2007;08:30:00;358;608;460;475;545;579;494;573;416;542
22-11-2007;08:45:00;343;610;455;464;543;589;510;583;465;571
22-11-2007;09:00:00;290;523;399;410;466;498;456;480;360;489
22-11-2007;09:15:00;264;423;364;366;402;411;399;412;313;428
22-11-2007;09:30:00;213;354;299;301;358;344;352;334;295;365
22-11-2007;09:45:00;237;371;331;297;334;337;315;335;275;350
22-11-2007;10:00:00;234;401;310;317;375;405;381;414;302;399
22-11-2007;10:15:00;182;319;256;254;317;304;307;327;277;343
22-11-2007;10:30:00;220;354;289;281;357;343;371;348;337;390
22-11-2007;10:45:00;221;356;289;252;341;351;342;349;298;386
22-11-2007;11:00:00;231;361;296;260;326;311;334;304;276;367
22-11-2007;11:15:00;273;499;305;283;319;452;334;465;396;380
22-11-2007;11:30:00;217;381;283;269;324;381;332;378;381;385
22-11-2007;11:45:00;224;367;333;310;333;300;336;321;305;360
22-11-2007;12:00:00;206;365;281;256;305;341;329;367;311;372
22-11-2007;12:15:00;211;347;297;248;320;310;332;333;262;376
22-11-2007;12:30:00;242;404;350;306;348;360;366;368;316;374
22-11-2007;12:45:00;203;342;277;233;316;310;327;320;306;361
22-11-2007;13:00:00;206;342;270;243;323;318;336;345;285;386
22-11-2007;13:15:00;205;330;306;266;351;326;365;360;345;409
22-11-2007;13:30:00;276;485;353;315;303;336;310;350;334;374
22-11-2007;13:45:00;237;444;345;334;376;373;387;399;373;432
22-11-2007;14:00:00;199;376;294;255;342;358;350;382;354;397
22-11-2007;14:15:00;219;418;342;308;387;340;405;383;348;475
22-11-2007;14:30:00;271;456;310;273;326;417;338;416;398;412
22-11-2007;14:45:00;288;553;417;397;452;496;470;530;490;537
22-11-2007;15:00:00;239;494;368;318;395;462;406;490;452;466
22-11-2007;15:15:00;345;730;537;419;443;479;455;488;487;522
22-11-2007;15:30:00;258;521;477;398;442;480;455;506;495;552
22-11-2007;15:45:00;261;516;493;416;604;564;608;581;572;721
22-11-2007;16:00:00;258;519;449;421;501;482;521;499;478;566
22-11-2007;16:15:00;211;439;452;383;570;534;586;523;546;638
22-11-2007;16:30:00;323;706;706;566;602;519;610;540;559;650
22-11-2007;16:45:00;243;438;419;375;499;433;504;456;452;560
22-11-2007;17:00:00;240;479;440;376;559;483;573;508;445;607
22-11-2007;17:15:00;198;391;366;285;450;392;471;434;370;512
22-11-2007;17:30:00;184;345;360;318;407;326;442;357;304;440
22-11-2007;17:45:00;159;286;315;266;364;262;379;284;292;420
22-11-2007;18:00:00;163;343;305;227;321;259;367;292;238;385
22-11-2007;18:15:00;155;273;276;220;281;237;312;284;246;310
22-11-2007;18:30:00;132;194;217;182;256;216;280;254;203;293
22-11-2007;18:45:00;120;187;201;170;240;199;266;215;184;272
22-11-2007;19:00:00;117;183;180;153;195;170;213;185;173;224
22-11-2007;19:15:00;98;171;153;118;183;177;198;202;154;209
22-11-2007;19:30:00;92;132;109;90;137;133;160;148;105;180
22-11-2007;19:45:00;69;111;103;82;145;139;156;144;75;185
22-11-2007;20:00:00;90;133;130;105;135;127;157;140;107;164
22-11-2007;20:15:00;66;104;107;83;130;104;152;116;78;139
22-11-2007;20:30:00;80;111;99;83;95;108;111;108;74;119
22-11-2007;20:45:00;74;97;95;69;108;90;119;100;90;130
22-11-2007;21:00:00;57;98;77;52;120;108;118;108;65;142
22-11-2007;21:15:00;63;95;57;49;88;100;106;111;96;115
22-11-2007;21:30:00;60;92;73;53;94;109;100;112;85;137
22-11-2007;21:45:00;62;85;82;62;99;86;111;101;69;119
22-11-2007;22:00:00;60;77;64;54;95;89;108;87;64;117
22-11-2007;22:15:00;49;95;60;56;97;99;99;98;78;127
22-11-2007;22:30:00;55;77;71;65;81;77;87;80;70;106
22-11-2007;22:45:00;54;70;57;51;81;72;91;76;73;97
22-11-2007;23:00:00;55;64;44;37;63;73;75;67;47;79
22-11-2007;23:15:00;50;73;54;47;81;76;83;86;63;75
22-11-2007;23:30:00;39;51;27;25;66;58;60;61;54;71
22-11-2007;23:45:00;38;64;32;33;39;74;41;74;62;58
23-11-2007;00:00:00;23;36;20;16;18;36;32;36;26;47
23-11-2007;00:15:00;16;16;10;12;24;25;25;27;23;30
23-11-2007;00:30:00;16;27;13;13;17;28;20;32;29;32
23-11-2007;00:45:00;11;14;6;7;15;31;23;32;27;22
23-11-2007;01:00:00;11;16;13;9;12;16;18;16;14;18
23-11-2007;01:15:00;3;3;4;5;4;4;4;4;5;5
23-11-2007;01:30:00;3;4;3;3;8;8;9;7;7;8
23-11-2007;01:45:00;10;12;7;7;11;17;11;19;15;11
23-11-2007;02:00:00;5;4;4;5;6;7;7;7;5;8
23-11-2007;02:15:00;2;2;3;3;5;7;6;6;5;6
23-11-2007;02:45:00;2;2;2;3;6;5;7;5;5;9
23-11-2007;03:00:00;1;2;1;1;2;3;2;2;2;2
23-11-2007;03:15:00;5;6;5;6;8;12;9;7;7;8
23-11-2007;03:30:00;4;4;5;5;5;6;5;8;6;5
23-11-2007;03:45:00;1;1;2;1;7;6;7;6;6;8
23-11-2007;04:00:00;1;1;1;1;9;8;10;8;11;10
23-11-2007;04:15:00;3;3;3;6;12;8;9;8;9;11
23-11-2007;04:30:00;7;9;7;6;18;17;16;17;18;17
23-11-2007;04:45:00;9;9;12;14;25;21;24;17;21;30
23-11-2007;05:00:00;9;14;12;14;22;27;22;26;30;23
23-11-2007;05:15:00;17;17;25;27;32;21;40;26;35;33
23-11-2007;05:30:00;22;35;30;35;38;31;39;37;48;49
23-11-2007;05:45:00;36;48;58;74;86;64;72;60;70;77
23-11-2007;06:00:00;66;103;85;122;103;108;95;107;103;106
23-11-2007;06:15:00;71;89;111;151;134;103;127;105;102;147
23-11-2007;06:30:00;85;135;143;149;174;142;172;145;137;197
23-11-2007;06:45:00;141;231;241;259;307;251;294;246;228;324
23-11-2007;07:00:00;222;336;334;360;417;341;396;337;265;427
23-11-2007;07:15:00;248;314;328;334;444;319;393;321;274;413
23-11-2007;07:30:00;323;496;424;456;532;497;490;495;384;470
23-11-2007;07:45:00;324;508;419;444;534;524;506;510;449;536
23-11-2007;08:00:00;377;593;516;511;600;572;558;567;487;580
23-11-2007;08:15:00;344;574;484;465;553;542;516;550;431;546
23-11-2007;08:30:00;321;571;414;433;477;538;456;516;376;495
23-11-2007;08:45:00;340;610;427;437;507;576;481;576;434;526
23-11-2007;09:00:00;293;514;368;393;428;472;417;480;319;446
23-11-2007;09:15:00;250;418;304;314;375;387;377;379;305;399
23-11-2007;09:30:00;203;344;293;261;334;348;318;336;298;353
23-11-2007;09:45:00;194;309;308;278;348;299;341;295;292;376
23-11-2007;10:00:00;198;334;256;261;351;325;338;308;257;389
